tweet,username,likes_count,date,sentiment2cat,sentiment3cat
y’all. please go watch maid,diversithi,0,2021-10-11,pos,pos
"i'm watching maid on netflix, i can not switch it off. powerful stuff and brilliant performance from margaretqualley and the rest of the cast. clapclapclap",beebatronbrioch,0,2021-10-11,pos,pos
stephanie land is story being told in maid through the character alex is so sad. the system that is supposed to be working for those who need it has too many red tapes. alex is white. just imagine if she was any other race. maidnetflix maidonnetflix,chatterboxkeirn,3,2021-10-11,neg,neg
she pissed me off maid,bigzaddyliv,0,2021-10-11,pos,neg
i could not watch maid on netflix. “lives of quiet desperation “ gets to me.,adelegeras,1,2021-10-11,pos,neg
maid is the most well thought out analysis of domestic violence i’ve seen on tv. i do not know how you can ask ‘why do not they just leave’ after watching this story unfold.,shagggz,2,2021-10-11,pos,neg
okay so are we just glossing over when sean said @ the birthday party that nate always liked alex from when they used to work together? this was pre-maddy &amp; pre-sean &amp; before nate became the rich tech guy that he is now. maidnetflix maid,reecemonique03,2,2021-10-11,pos,pos
"watching maidnetflix not sure if i can finish it, too relatable . but try adding being an immigrant to it, being here since you were  years old and not qualifying for that type of government assistance. twice as hard . not sure why a caucasian woman would do that job?! maid",prettywitty76,1,2021-10-11,neg,neg
man. this is so fucked up dude. no one deserves to go through all this. maid,ewnndungu,0,2021-10-11,neg,neg
i left this card in my hotel room today. watching maid on netflix has had an impact on me. maidnetflix maid,wearegrow,3,2021-10-11,pos,neu
who is watching maid on netflix? gosh it is gut wrenching but such important viewing. and seriously good acting. an absolute must watch. domesticviolence domesticviolenceawarenessmonth,oliviasmith,11,2021-10-11,pos,pos
how old is she and why is she so clueless ? i feel sorry for her man..pleading maid,whyy_rochhh,0,2021-10-11,neg,neg
"we just watched maidnetflix. incredible. i cannot recommend it enough. there is nothing ott. it is just really important truthful, educational storytelling. the characters are so well rounded. everyone should watch this. domesticviolence maid maidonnetflix",ijks,6,2021-10-11,pos,pos
maid on netflix.. wow / recommend.,shayshaysal,2,2021-10-11,pos,pos
dude nate is responsible and stable and kind and a good dad and paid well and hot??? if you do not ride him like a horse girl… maid,ewnndungu,1,2021-10-11,pos,pos
"if alex is mom and child is father are anything like the real life people the characters are based on, they’re absolutely horrendous. maidnetflix maidonnetflix maid",chatterboxkeirn,1,2021-10-11,pos,neg
maid netflix holy shit this is intense af,alexpaul_66,2,2021-10-11,pos,neg
“work. it is the one thing you can count on. everything else is fragile.” maid,ltm619,0,2021-10-11,pos,neu
rt _express: what happened to danielle in maidnetflix ? all we know maid,larryjohnpage1,0,2021-10-11,pos,neu
hot shit i cannot with alex is mom. i simply cannot. maid,ewnndungu,0,2021-10-11,pos,neg
what happened to danielle in maidnetflix ? all we know maid,daily_express,2,2021-10-11,pos,neu
toilets cleaned..  type government assistance..  separate moves..  night on the ferry-station floor &amp; entire third year of daughters life... what a strong women.cry maid maidnetflix,syamieyl95,1,2021-10-11,pos,pos
"i watched the end last night and cried like a baby. mild spoiler; in one scene they ask ""did you call the police?"", she responds ""and tell them he didnt hit me?"" it is still abuse. it is a great watch and we know people with worse real life stories than maid maidonnetflix",2manywomenhurt,2,2021-10-11,pos,neg
omg i am crying my eyes out with maid. on netflix. a coercive husband survivor.,pcarbonunit,0,2021-10-11,neg,neg
max is here to clean up your timeline (¬‿¬) furryart femboyart anthro maid maidoutfit,eldritch_s,41,2021-10-11,pos,pos
"the end of maid had me in tears, happy tears. can not believe how emotional that show had me.",libbymonroe,0,2021-10-11,pos,pos
"i'm only two episodes in, but maid is fantastic so far. margaret qualley is outstanding. i loved her in theleftovers and she is only gotten better",ackattackk,0,2021-10-11,pos,pos
maid / recommend,tiyahhtiyahhh,1,2021-10-11,pos,pos
just finished maid and i bawled my eyes out at every single episode,katemcaleer,0,2021-10-11,neg,neu
on episode / really enjoying it anyone else watching maid ⁦⁩ netflix,deitypage,0,2021-10-11,pos,pos
netflix tip: watch maidnetflix maid great show with stellar performances by daughter/mother duo margaret qualley and andie macdowell clap,eve_venn,1,2021-10-11,pos,pos
i've just watched episode s | e of maid! maid tvtime,lifetvaddicted,1,2021-10-11,pos,neu
fuck that last episode of maid got me crying in the club rn,callmelexis,0,2021-10-11,neg,neg
i can not stop watching this show maid,infectiousdee,0,2021-10-11,pos,pos
it is : am!! i lost track of time. i’m watching maid,b3auty_kill3r88,0,2021-10-11,pos,neg
i really really want to root for alex in maid but girl woman facepalming light skin tonewoman facepalming light skin tonewoman facepalming light skin tone,stanrissa,0,2021-10-11,pos,pos
'i was a housekeeper for a wealthy family... and i was shocked by what i learnt about the super-elite' we make the experience assimpleandeasyas ᵀᴹ law property wealth wealth netflix maid margaretqualley andiemacdowell,123wealth_,4,2021-10-11,neg,pos
if alex take sean back imma riot maid maidnetflix,rioinfani,3,2021-10-11,pos,neg
unpopular opinion: „maid“ ist  mal besser als „squid game“ maid squidgame,magdalentschka,1,2021-10-11,neg,neu
i've just watched episode s | e of maid! maid tvtime,jessiemoens,0,2021-10-11,pos,neu
damn my girl alex can not catch a break bro maid,imtoriaaa_,1,2021-10-11,pos,neg
"kung naghahanap ka ng mapapanood, here are some recommendations. maid - just recently finished watching this limited series at napaiyak nya ako. it is about domestic violence and breaking its cycle available sa netflix. /",rcwycoco,0,2021-10-11,pos,neg
if i got kicked out of my house and my mom did too i’d be so embarrassed to move in with a person i barley know like wow. maid,ewnndungu,0,2021-10-11,pos,pos
nates an asshole fr fr… definition of a self proclaimed ‘nice guy’ maid maidonnetflix,tiffmarie__,1,2021-10-11,pos,neu
"that really sucks. damn, that really sucks. maid",ewnndungu,0,2021-10-11,neg,neg
stayed up all night to watch maid damn son.,mummalarosa,0,2021-10-11,pos,neg
we make house cleaning services effortless. cleaning cleaningservice maid maidagency cleanaction hararezimbabwe,action_clean,0,2021-10-11,pos,neu
not nate being a good and hot dad. that is why he is trending huh. maid,ewnndungu,0,2021-10-11,pos,pos
nothing says spooky time more than maids. and that is what i spent the better part of my sunday admiring. i had a great time at the pop-up at _arena today. i look forward to their next maid cafe pop-up. maid butler maidcafe,chrispang_prod,1,2021-10-11,pos,pos
i can not believe this show. right now alex is hugging sean while nate is at home taking care of their daughter. i’m screaming maid,lyssaireton23,3,2021-10-11,pos,pos
i've just watched episode s | e m of maid! maid tvtime,theskyequakes,0,2021-10-11,pos,neu
yeah i’m way too emotional to be watching this show maid,rachtaughtyou,1,2021-10-11,pos,pos
i respect her for asking for help though. she asked for help when she needed it. maid,ewnndungu,1,2021-10-11,pos,pos
it is kind of nice to see a white woman struggle lol i’m tired of watching them enjoy white privilege. maid,ewnndungu,0,2021-10-11,pos,pos
watching maid maidnetflix and it is giving me crazy anxiety. i wanna cry already.,rachtaughtyou,1,2021-10-11,neg,neg
maid on netflix better win some awards. phenomenal story and performances all around!!,dkartandstuff,1,2021-10-11,pos,pos
she is so strong. i’m tired of being strong though. maid,ewnndungu,1,2021-10-11,pos,pos
officially so invested in maid on …so good.,malisamswest,0,2021-10-11,pos,pos
"hi neighbors! we went to a pattonoswalt show in brooklyn and had the best time! also, we have so much to discuss with rhobh (that trailer!) and rhoslc (team angie?"") appletv themorningshow netflix greatbritishbakeoff maid ladypodsquad popculture",brooklynfitchik,4,2021-10-11,pos,pos
"hi neighbors! we went to a pattonoswalt show in brooklyn and had the best time! also, we have so much to discuss with rhobh (that trailer!) and rhoslc (team angie?"") appletv themorningshow netflix greatbritishbakeoff maid ladypodsquad popculture",bestneighbors,4,2021-10-11,pos,pos
"alex did not owe anything to nate, but he was right to ask her to move out. he can not babysit while alex is with sean. maid",mmgreyes7,2,2021-10-11,pos,neu
i relate to this show too hard. i got into a bunch of colleges now i’m almost twenty five caregiving full time. i do not want to be here and i do not know how i am and i’m sad. i’m glad i’m represented and wish it was not me and wish i could make my own art to tell my story. maid,ewnndungu,1,2021-10-11,pos,neg
"the transcriptionist // cc writer for maid needs to be fired, they literally typed nonsense, does not match what is being said at all",callmelexis,0,2021-10-11,pos,neg
watching maid because i can not sleep,_flawed_beauty_,1,2021-10-11,pos,neu
denise is my favorite character wearypleading maid,nopussysh_t,1,2021-10-11,pos,pos
"maid what an amazing series! this is a public service message to all pakistani women, please go watch it, watch it with your sons and daughters. just watch it.",manalkafeel,0,2021-10-11,pos,pos
that is exactly what alex is doing to maddie maid,kennpooh2x,0,2021-10-11,pos,neu
"every time alex has a little bit of peace, sean or laura ruin it. talk about toxic. maid",mmgreyes7,2,2021-10-11,neg,neg
maid was just …,ilke,1,2021-10-11,pos,neu
yeah her mom is flaky but at least she stayed. maid,ewnndungu,0,2021-10-11,neg,pos
it is terrible that people can be abusive and her away with it. that is so scary and terrible. maid,ewnndungu,0,2021-10-11,neg,neg
what was the point of going in the crawl space again. like what. is she having a panic attack. ohhhh okay. she was remembering a memory she blocked out. that is terrible. maid,ewnndungu,2,2021-10-11,neg,neg
this barefoot billy stuff freaked me our. everyone hates him but no one heard his story. he was abused by his shit parent. that is so sad and sucks. i mean he should not have stole but he deserve his terrible hond life. maid,ewnndungu,0,2021-10-11,neg,neg
somethings telling me that alex is about to sleep with nate new moon with facenew moon with face maid,_itsshaylan,0,2021-10-11,pos,neu
we just finished watching maid. kind of crazy that us binging the series coincided with our own trip to missoula. the ending scene is so beautiful and was even better because and i hiked the m today.,brentreser,3,2021-10-11,pos,pos
"maid on netflix was a beautifully told story. really interesting way of storytelling in terms of the writing, editing, etc. the show was funny at unexpected moments and in peculiar ways and it had some very well-written dramatic monologues.",heviwillnot,2,2021-10-11,pos,pos
paula could easily be on dr. phil. maid maidonnetflix netflix,sl0talkinwalter,0,2021-10-11,pos,pos
maid alex quit ruining it with nathan.,phillippedalton,0,2021-10-11,pos,neg
started maid. best decision.,melessieee,0,2021-10-11,pos,pos
this moment and when she made the decision to go back to the shelter versus anywhere else…the pivot. maidonnetflix maid,_apassionista,3,2021-10-11,pos,neu
alex looks like fiona from shameless! maidonnetflix maid,_redlovekiss,1,2021-10-11,pos,pos
i’ve only seen denise for five seconds and she is already become my favorite person pleading maid maidnetflix,bnicole322,57,2021-10-11,pos,pos
alex wtf maid,cali__district,0,2021-10-11,neg,neg
"“nobody asked you to get a job.” who the fuck do you think you are, sean? maid",ewnndungu,0,2021-10-11,neg,neg
i've just watched episode s | e of maid! maid tvtime,gabsbs_,0,2021-10-11,pos,neu
not you saying “half sister”...what the hell. maid,ewnndungu,0,2021-10-11,neg,neg
maid on netflix. um she has llbean boots! this does not fit the budget of the character. ep .,megsypascoe,1,2021-10-11,neg,neg
maid is exactly why i would never have a maid. stay outta the goody drawers!,sl0talkinwalter,0,2021-10-11,pos,neu
"people are really complaining that about the maid casting a white woman for the role instead of a hispanic woman? people would be complaining if they had screaming “stereotype”. there are single struggling moms of all colors. ya, porfavor, no mamen. roll eyes maidonnetflix",mony825,1,2021-10-11,pos,neg
"been off american series for sometime. either too dark or boring sitcoms dealing wid first world problems. maid was good tho.slow,but picks pace mid series, and beautifully portrays complex mother-daughter relationships. trigger alert as some of the scenes are  emotional.",onlymonisha,1,2021-10-11,pos,pos
"when she finally got her life together...here he comes, ruining it! maid",keyyanaa,2,2021-10-11,pos,neg
[done] s | e - maid - wow - maid - my user is: tvtime,timbertation,0,2021-10-11,pos,pos
s | emaidwows | ei've just watched episode s | e of maid! maid tvtime,nadialeemanson,0,2021-10-11,pos,neu
why tf alex trying on this lady clothes and inviting people over her house like they cool rofl maid,iammaya_m,1,2021-10-11,pos,pos
currently:_ has anyone seen maid on though in all seriousness ..,jayedavaughn,0,2021-10-11,pos,neg
and just like that he is mad she slept with her ex instead of him &amp; said he wants her to leave. stop with the nice guy bullshit. his caring nature was only available to her if she had sex with/dated him. bye maidnetflix maid,lunarsnow1,8,2021-10-11,pos,neg
do not get me started on regina maid,tbmademedoit,0,2021-10-11,pos,neu
okay… nvm. shawn is toxic asf and alex needs to take maddie and gtf away from him maid maidonnetflix,diary_of_paris,0,2021-10-11,pos,neu
no way. literally alex put herself in her situations… why would you go back to someone who broke you in the first place? maid,kamikazedimex,0,2021-10-11,pos,neg
i've just watched episode s | e of maid! maid tvtime,___pelusa,0,2021-10-11,pos,neu
episode  of maid and i just want to say once again i hate men!!!!,c_joneees,1,2021-10-11,neg,neg
started maid on netflix and whew… it is been jarring. i need to watch something funny before i go to sleep.,browngirlfancy,1,2021-10-11,pos,pos
i’m really liking this maid show on netflix,a_kaywith,0,2021-10-11,pos,pos
i am way too emotionally invested in maid,blklikethat,0,2021-10-11,pos,neu
i've just watched episode s | e of maid! maid tvtime,kristentewurts,0,2021-10-11,pos,neu
the best part about living in your car is you're always packed! ~paula langley maid,jonnymocha,1,2021-10-11,pos,pos
this girl maddie why are you taking doritos in the woods for a damn serial killer on the loose i can not she is giving me anxiety you already going through ya own mess maid,ri_89_ari,1,2021-10-11,pos,neg
this damn mother on maid is crazy aka coo coo,lovinglife13012,2,2021-10-11,neg,neg
"just stayed up very late to watch maid maidnetflix wow. very moving and thought provoking. the dv, the abuse, the struggles of women and mothers, the law. very well done",dolly_birds85,7,2021-10-11,pos,neg
i've just watched episode s | e of maid! maid tvtime,isjoaogui,0,2021-10-11,pos,neu
black grandmas always saving folk. maid,goldnhrtdgirl,0,2021-10-11,neg,neu
"mistake after mistake after mistake, fuck man… maid",ii_sydd_ii,0,2021-10-11,neg,neg
"alex is mom is terrible. how you gonna blame here for your failing marriage. girl, he scammed you out of money &amp; your home maid",_ashleyjennifer,1,2021-10-11,neg,neg
i do not understand why alex does not just ask her dad what happened &amp; ask him for help with sean falling off the wagon. maid,jmy143,1,2021-10-11,pos,pos
she is always asking her parents for help and they never come through maid,barbaradrinkwat,0,2021-10-11,pos,pos
just got done binge watching maid such a good show blush,halechristy,0,2021-10-11,pos,pos
mins into maid on netflix and i am extremely triggered,arianabtw_,0,2021-10-11,neg,neu
netflix maid this is a very moving and well done show. the cast is amazing.,sgallagher245,0,2021-10-11,pos,pos
"maid was really good, i was triggered and i cried at some scenes, i really loved watching it. heart",mojosawcey,0,2021-10-11,pos,pos
"omg, you guys maid is so. good. please watch it so will keep it going!",samspammerz,0,2021-10-11,pos,pos
watched second episode of maid &amp; was terrific!,hmmeade,0,2021-10-11,pos,pos
i've just watched episode s | e thief of maid! maid tvtime,theskyequakes,0,2021-10-11,pos,neg
maddie just let ppl run all over her she getting on my nerves and why is you walking in the woods after a serial killer woman facepalming medium dark skin tonelaws help her gullible mind maid,ri_89_ari,2,2021-10-11,neg,neg
powerful! maid,betaguirre_seg,0,2021-10-11,pos,pos
so did i ! loved it so much ! i recommended it to my daughter and she watched ever episode in less than  hours !! maid,leaqb,1,2021-10-11,pos,pos
"maid is a masterpiece. i grew up in a home with domestic violence, we left  different times. coming from the child is point of view it was hard for me to understand why she kept going back, why she picked him over me. this helped me see it from a very different perspective.",beckstone,1,2021-10-11,neg,neg
people keep calling nate a good guy but i hate the way he keeps asking her out after she already declined. maid maidnetflix,lunarsnow1,15,2021-10-11,neg,neg
i’m just waiting for that notebook alex left at regina is to come back to bite her. maid,jmy143,1,2021-10-11,pos,neu
they really just ruin her fucking life. the ppl in her life are shit ! maid i would’ve beat the brakes off sean gf why would not y’all leave the party when she told y’all too !,prettypisces_1,0,2021-10-11,neg,neg
maddie u had no business bringing nobody to ya boss house maid like girl what are you doing,ri_89_ari,2,2021-10-11,pos,pos
[done] s | e - maid - wow - maid - my user is: tvtime,timbertation,0,2021-10-11,pos,pos
i feel for maddie but she does make dumb decisions and act like she can not speak up for herself smh maid,ri_89_ari,0,2021-10-11,neg,neg
basic life skills are essential if you are a parent please instill life skills. why did she let mold sit on the walls when washing with bleach would relieve her issue* temporarily however her child would not have gotten that sick maid,goldnhrtdgirl,3,2021-10-11,neg,pos
andi macdowell deserves an award for her character in maid,tanyanicole_b,3,2021-10-11,pos,pos
now watching maid,alexaa35,0,2021-10-11,pos,neu
it is people still not understanding intimate partner violence in  for me maid,gardensnghettos,0,2021-10-11,pos,neg
i've just watched episode s | e of maid! maid tvtime,hiansolo,0,2021-10-11,pos,neu
sis is out of pocketwoozyin these ppl is house joyjoy maid,outofmylimabean,0,2021-10-11,pos,neu
not her giving up the kewchie to sean &amp; dubbing nate . i need my girl to move a little smarter. maid,_ashleyjennifer,1,2021-10-11,neg,pos
the series maid got me feeling allllll kinds of emotions omgsobsobsob such an amazing show.,missdrana,0,2021-10-11,pos,pos
maid triggered tf outta me too many times.,aylarenee_,1,2021-10-11,pos,neu
"maid on based on the book by is fantastic. did not expect to love as much as i did. so much to praise, but right now i'm really with andie macdowell is performance. phew! and as someone who had-",kathrynfaccount,3,2021-10-11,pos,pos
"overwhelmed by maid on netflix. beautiful and powerful storytelling on domestic violence, addiction, intergenerational trauma, and class. blown away by margaret qualley. thanks for sharing your story.",bexlewis361,2,2021-10-11,pos,pos
"i'm only on episode  but that flashback means that alex knows deep down that she should've chosen nate, right? eye maid teamnate netflix",et_nerd_always,1,2021-10-11,pos,neu
maid el soundtrack heart,maru_89,2,2021-10-11,pos,pos
maid ep not taylor swiftmansob,uwumikuu,0,2021-10-11,pos,neu
"is anybody watching maid ? i need answers, i’m scared lol",garlicbuttter,0,2021-10-11,pos,neu
"recently watched the series maid. so important to recognize that emotional abuse is real abuse. if you feel unsafe, people do want to help. you do deserve it. the situation you're in is not as good as it gets. it can be better",mcdonald_jaime1,0,2021-10-11,pos,neg
alex is pretty stupid maid,_shaysandra,0,2021-10-11,neg,neg
alex is mom literally reminds me of my own weary maid,princeszkoko,0,2021-10-11,pos,neg
i've just watched episode s | e of maid! maid tvtime,kristentewurts,0,2021-10-11,pos,neu
finally finished htgawm … maid nexxx,iamher_tee,0,2021-10-11,pos,neu
currently:_ i think i’m about to switch from this blood and water to maid on .. i’ve given it too many days of chance …,jayedavaughn,0,2021-10-11,pos,pos
bellmaid is now on maidnetflix,binged_,152,2021-10-11,pos,neu
if alex do not let he dad watch her daughger. she making her situation more difficult for no reason. maid,_itsshaylan,2,2021-10-11,pos,neg
"most definitely, maid shows the struggles faced by abuse victims. it shows alex' character developement, her understanding of the nature of abuse and childhood trauma. a powerful and compelling narrative. nate is my favorite character. some of the scenes can be triggering",wildmagic88,0,2021-10-11,pos,neg
"alex made it seem like sean was abusive, when really he was just tolerating her being a bitch. sob maid",taylornikole,0,2021-10-11,pos,neg
"ok, just here to say maid is a very good show… slightly triggering ngl and sad, but good nonetheless maidnetflix",kinahkamillah,2,2021-10-11,pos,pos
maid was excellent. i highly recommend it.,professing_prof,0,2021-10-11,pos,pos
"it is too late son, you don fucked up one too many times maid",ii_sydd_ii,0,2021-10-11,neg,neg
s | emaidwows | ei've just watched episode s | e of maid! maid tvtime,nadialeemanson,0,2021-10-11,pos,neu
i've just watched episode s | e of la asistenta! maid tvtime,eal_93,0,2021-10-11,pos,neu
not nate putting alex out!! aye yo!!! woozy maid,gardensnghettos,0,2021-10-11,pos,neu
i've just watched episode s | e of maid! maid tvtime,janaine,0,2021-10-11,pos,neu
maid on netflix is kinda slow series. on episode  now. maidnetflix maidonnetflix,mjw1906,0,2021-10-11,neg,neu
i've just watched episode s | e of maid! maid tvtime,hiansolo,0,2021-10-11,pos,neu
"wow star struckam proud of alex , she came out strong muscle maid",bitchidontoweu1,0,2021-10-11,pos,pos
s | emaidwows | ei've just watched episode s | e of maid! maid tvtime,nadialeemanson,0,2021-10-11,pos,neu
"alex not seeing the good in nate was because of her mom , her mom and shawn planned all this maid",bitchidontoweu1,0,2021-10-11,pos,neg
"this movie is reality , lot of people are going through it , not only single mothers , am sad crymaid",bitchidontoweu1,0,2021-10-11,neg,neg
"alex mom was shit , if some mothers are like alex is mom i fear cold sweat maid",bitchidontoweu1,0,2021-10-11,neg,neg
"how alex and shawn parents forcing alex to back to shawn is sad , anytime she gathers courage to improve her mom always tries one trick to bring her back now they are using the mental health as disguise 🥸 sobsobsobsobmaid",bitchidontoweu1,0,2021-10-11,neg,pos
i really wanted to maid but working in a supportive service…nah this is what i get to see on monday so backhand index pointing right medium light skin tone,kjaiiday,0,2021-10-11,pos,pos
"i strongly recommend watching this show on netflix called maid. it touches so many forms of mental health, and real life issues. it is been so long since i’ve been glued to the tv like this.",louisjcx,20,2021-10-11,pos,pos
this bitch pissing me off again maid,momishx2,0,2021-10-11,pos,neg
watching maid &amp; while it is very good it is triggering af,asiiasadee,0,2021-10-11,pos,pos
just bingewatched this series yesterday and i am not the same person i was before watching this show. it is sooooo good. one of the best series i’ve ever watched in my life honestly. maid,khafey,1,2021-10-11,pos,pos
if you need a good series to watch. i highly recommend maid ! maid,tinouye2,1,2021-10-11,pos,pos
maid grammy &amp; cilantro. girl!,ktcampbell4,1,2021-10-11,pos,neu
alex girl… maid maidnetflix,howshanseesit,3,2021-10-11,pos,neu
regina is house is lovely heart eyes maid maidnetflix,howshanseesit,3,2021-10-11,pos,pos
maid nice movie .. worth to watch.. netflix,knrvlg518533,1,2021-10-11,pos,pos
i remember my ex verbally abusing me and i did not know there was a such thing as verbal abuse until i did counseling! not only was he verbally abusive he was controlling maid,gingin376,0,2021-10-11,pos,neg
"my sis is currently live in a neko maid cosplay on twitch! its her first time streaming, give her some love! twitchtv twitch streaming cosplay neko maid nekomaid kawaii cute",taureanpeach,5,2021-10-11,pos,pos
"“before they hit you, they hit near you.” more people should hear these words maid",mj_starchilde,0,2021-10-11,pos,neu
maddy is so cute! maid,gingin376,1,2021-10-11,pos,pos
another dv tip: hold on to a job as long as you can. rather it is a side gig at home or part time  hrs a week. you do not want to be + years since your last job experience in this market. maid maidnetflix,quiest__elle,1,2021-10-11,neg,neg
i've just watched episode s | e of maid! maid tvtime,nataliaherrera,0,2021-10-11,pos,neu
show has me in tears maid,gingin376,0,2021-10-11,pos,neg
"ok, did anyone else think the ""famous"" robber whose face flashed on tv and whose moms house they cleaned, was the nyu college guy alex invited over to regina is house that one night?! and how did not regina realize she was wearing her clothes?! roflrofl maidnetflix maid",bk92316,6,2021-10-11,pos,neg
"go watch maid. read the book. i saw my mother and i in the series and in the pages of the book. a mom going through family court. poverty. abuse. shelters. her resilience, strength, the way a child can make you fearless, unstoppable, dream despite the tears. thank you",sandravporto,105,2021-10-11,pos,neg
so like.. is sean a good dude or not?? maid,pinyacoladaa,0,2021-10-11,pos,pos
maid on netflix sobsobsob,katiejo512,0,2021-10-11,pos,neu
i've just watched episode s | e of maid! maid tvtime,janaine,0,2021-10-11,pos,neu
"now, i can just punch alex in the back of her head maid",nytajachnee,1,2021-10-11,pos,neu
i've just watched episode s | e of maid! maid tvtime,isjoaogui,0,2021-10-11,pos,neu
maid is so fucking good! gets more intense every episode.,corbin_316,0,2021-10-11,pos,pos
oh i know you fucking lying they better not get back together maid,brittishly,0,2021-10-11,neg,neg
"yes, haim is playing on maid.",magnifikent_,0,2021-10-11,pos,pos
i've just watched episode s | e cashmere of maid! maid tvtime,theskyequakes,0,2021-10-11,pos,neu
i've just watched episode s | e of maid! maid tvtime,diedhunting,0,2021-10-11,pos,neu
i would’ve stole all those clients and kept that ferry pass cause yolanda a bitch maid,thebesttjass,1,2021-10-11,pos,neg
[done] s | e - maid - wow - maid - my user is: tvtime,timbertation,0,2021-10-11,pos,pos
the power of “no!” to grow your residential cleaning business cleaningservice maid cleaning housecleaning,housecleanpro,0,2021-10-11,pos,neu
"just finished watching maid maidonnetflix and it is just such an amazing mini series. it is an emotional rollercoaster with a lot of things hitting quite close to home. also, it was all filmed on location on southern vancouver island!",dutchakspencer,1,2021-10-11,pos,pos
i've just watched episode s | e of maid! maid tvtime,hiansolo,0,2021-10-11,pos,neu
i hate sean ugh reminds me of my bd!!! she is trying to get her life together and this bum wants to ruin it!! maid,gingin376,0,2021-10-11,neg,neg
i need someone in my life like daniele from maid to push me when i can not lolblue heart,arialcrm,0,2021-10-11,pos,neg
i hate that i awkwardly relate to alex from maid. just a different version,heyitsmekmac,0,2021-10-11,neg,neg
maid on netflix &gt;,heyitsmekmac,0,2021-10-11,pos,neu
"damn, sean was right maid",everythangparis,0,2021-10-11,pos,neg
damn!! maid,everythangparis,0,2021-10-11,pos,neg
she be having help but turns it down i do not understand maid,cole_world916,2,2021-10-11,neg,pos
inktober day : pick a liberated witch who definitely used those picks for something... witchtober traditionalart maid,kuroten_cross,1,2021-10-11,pos,pos
who told me to watch maid on netflix?! bc pleading,naye_love,2,2021-10-11,pos,neu
maid got me like,everythangparis,0,2021-10-11,pos,pos
maid on is brilliant,c_r_l_e_e,1,2021-10-11,pos,pos
i've just watched episode s | e of maid! maid tvtime,gabiswho,0,2021-10-11,pos,neu
i've just watched episode s | e of maid! maid tvtime,ariniaprincess,0,2021-10-11,pos,neu
i've just watched episode s | e of maid! maid tvtime,nataliaherrera,0,2021-10-11,pos,neu
what is alex doing?!? maid,ladydre_18,0,2021-10-11,pos,neu
this shit got so sad and so dark so fast. i can not. this is terrible. you have to be smart. man this is sad. maid,ewnndungu,0,2021-10-11,neg,neg
"oh hell yeah! the end of maid made me cry! beautiful story, i enjoyed every single minute of each episode! great performance by margaretqualley purple heart",lacachmi29,3,2021-10-11,pos,pos
read more about the exploration of these themes in maid here:,netflixanz,2,2021-10-11,pos,pos
". also wanted to highlight how abuse is not just physical. ""[alex] does not even know that emotional abuse is a form of abuse, and i think a lot of people do not...i wanted to put this question on the screen. i dare you to watch maid and tell me that is not abuse.”",netflixanz,2,2021-10-11,pos,neg
"“they’re both coming from what is been modelled and normalised for them,” says . “i felt the only way to talk about that was to experience it with this character, so that is the thing i’m most proud of with maid — you actually do experience the cycle of it.""",netflixanz,1,2021-10-11,pos,pos
"maid explores generational trauma and cycles of abuse in a thoughtful and sensitive way. showrunner molly smith metzler () told she wanted to do this not just through main character alex is story, but also through sean, her ex partner",netflixanz,9,2021-10-11,pos,neg
sometimes i think some women enjoys their suffering because there is no way you would see a live saver and ignore for the devil smiling imp maid,bitchidontoweu1,1,2021-10-11,pos,neg
ugh this show has me in my feelings and bringing up memories of stuff i went through as a single mom! sobsobsob maid,gingin376,0,2021-10-11,neg,neg
is like alex enjoys suffering maid,bitchidontoweu1,0,2021-10-11,pos,pos
"am just soo angry triumph how alex did not see the good in nate and still went ahead with her baby daddy gosh , alex mom was not a good mom at all maid",bitchidontoweu1,0,2021-10-11,neg,neg
"obviously you can see why she would not/should not go back to him, but you can see why someone in her position might, and why the people around her might encourage it, and judge her for struggling when she does not. maid",theshiftyshadow,0,2021-10-11,pos,pos
"some really interesting choices in maid. emotional abuse rather than physical, and portraying sean as a good dad, and actually sweet and kind (when sober) makes alex is choices seem questionable, at least to other characters, like is staying with him the worst option she has?",theshiftyshadow,0,2021-10-11,pos,pos
"nate good job for kicking alex out , very dumb girl , how do you choose a dick head over a good guy maid",bitchidontoweu1,0,2021-10-11,pos,neg
i do not like her mother at all maid,mcmaddiction,0,2021-10-11,pos,neg
this maid show is very triggering.,catwalkdarling,1,2021-10-11,pos,neu
really enjoyed maid on netflix maidnetflix nice to see a young woman keep battling and fighting everyone and everything that comes in her path but also for the reminders of her weak moments that show she is only human raising hands light skin tone,natalya_v_h,0,2021-10-11,pos,neg
all mothers can relate to some parts of maid sleepy,mookluv1620,0,2021-10-11,pos,neu
it is too relatable and real. maid,ewnndungu,0,2021-10-11,pos,neu
so because i decided to binge watch maid all evening. i now have to shower and wash my hair in the morning before work- whilst getting the kids ready. why do i do this to myself? i'm a joke.,_staceyleah,0,2021-10-11,pos,pos
top  global en netflix . squidgame . maid . sexeducation . lavenganzadelasjuanas . aliceinborderland . thechestnutman . onmyblock . pawpatrol . hometownchachacha . riverdale,tiempodseries,2,2021-10-11,pos,pos
she better get with nate and fake it until she make it maid,barbaradrinkwat,2,2021-10-11,pos,neg
do alex every take a shower she is always looking dirty maid,barbaradrinkwat,1,2021-10-11,neg,neg
i've just watched episode s | e of maid! maid tvtime,gabiswho,0,2021-10-11,pos,neu
