tweet,username,likes_count,date,sentiment2cat,sentiment3cat
jake gyllenhaal is acting! theguilty,lynjaimeee,0,2021-10-10,pos,neu
gonna be a hard no on this wildly tone deaf movie?!?! absolutely wild copaganda theguilty,theunrealtripp,0,2021-10-10,neg,neg
theguilty on netflix. do not waste your time.,j_marie_m,0,2021-10-10,pos,pos
the guilty is such an interesting movie.. loved the ending. theguilty,wow_imnotcrazy,1,2021-10-10,pos,pos
i cant believe i sat here and watched theguilty raised eyebrow,scafemiester,2,2021-10-10,pos,neu
"theguilty theguiltynetflix emily seemed like a victim, i did not think that she was somebody dealing with mental illness who might have killed their own child. i thought it was the man who killed the child, and abducted her. my mind was totally blown.",chris_drop,2,2021-10-10,pos,neg
"folks, your first  best actor oscar nominee will be jake gyllenhaal in theguilty. mark my words. white check mark",lizzyodell11,0,2021-10-10,pos,pos
barely  minutes into theguilty and i'm already on the edge of my seat.,skippyqsb,1,2021-10-10,pos,neu
theguilty on is a good watch,henroc33,0,2021-10-10,pos,pos
jake was great tho theguilty,burdenb3rry,0,2021-10-10,pos,pos
joe really told an injured person to fuck off and stop calling him like his job aint to answer them phones nigga do ur job?? theguilty,burdenb3rry,0,2021-10-10,neg,neg
theguilty is a must watch. jake gyllrnhaal does a phenomenal job in his role as joe. you truly feel his anger and his pain. it is rare to get such an amazing emotional performance.,cwilson198730j,2,2021-10-10,pos,pos
just finished theguilty,_gnarsenic,3,2021-10-10,pos,neu
"is ""the guilty"" any good or nah? netflix fletnix theguilty",adoyle2010,0,2021-10-10,pos,neg
the guilty | reaction jakegyllenhaal netflixmovies theguilty,extrascottish,0,2021-10-10,neg,neg
what an extraordinary acting by jake gyllenhaal theguilty blue heart,azs1420,6,2021-10-10,pos,pos
"jake gyllenhaal in the guilty on netflix is wild, literally insane. i do not think i do not think i’ll recover from this movie for at least a week. theguilty",whatmeghansaid,0,2021-10-10,neg,neg
jakegyllenhaal deserves to win every award out there for theguilty on . stunning.,roger_hutchison,0,2021-10-10,pos,pos
theguilty is an amazing film just surrounding only one character on screen! not even a single minute was bored! jakegyllenhaal is a superstar actor! no doubt about it!,isacredninja,0,2021-10-10,neg,pos
not really a jake gyllenhaal fan but i gotta admit theguilty was good,hoosintyew,0,2021-10-10,pos,pos
"theguilty on netflix was emotional &amp; a great performance by gyllenhaal. the script &amp; a lot of the inner workings of the pd did not make sense, but i guess were necessary for the story. most critiques say og was better but i think this is still worth a view. ./",clay_werner,0,2021-10-10,pos,pos
cussing out the  operator in theguilty has to be the most on brand cameo ever.,kenidodat34,0,2021-10-10,pos,neu
theguilty is filled with phenomenal performances &amp; gives you a first hand look at the trauma that  operators deal with on a daily basis &amp; gives us insight into the state of the people on the other end of the line and how perception is not everything...,et_nerd_always,0,2021-10-10,pos,pos
just watch theguilty … exploding headexploding headexploding head,jettefierce,0,2021-10-10,pos,neu
broken people save broken people. theguilty,toto_harold,1,2021-10-10,neg,neg
just sat thru all  minutes of theguilty theguiltynetflix. it is the most nerve racking movie i’ve seen since battling thru project x. _online,nashm0nty,1,2021-10-10,pos,neg
broken people save broken people… theguilty theguiltynetflix,theaboydluxe,2,2021-10-10,neg,neg
watched jake gyllenhaal is new netflix movie theguilty last night. two hours of my life i want back.,kristanicole17,2,2021-10-10,pos,pos
just finished it. i enjoyed it. about to check out theguilty,msmiddleton818,0,2021-10-10,pos,pos
"jake gyllenhaal, you the man! what an actor. time and again, you keep performing and keep us blowing away. theguilty",sunilnadipalli,1,2021-10-10,pos,neu
pizza and theguilty blue heart,fangingsooric,0,2021-10-10,pos,pos
"theguilty is so good. basically one actor, one room, one suspenseful storyline. theguiltynetflix",lewisjjr,0,2021-10-10,pos,pos
pizza and movie night pizzamovie camera guess we've changed to watching theguilty with jake gyllenhaal.,ineedanap4realz,12,2021-10-10,pos,neu
why was everyone in theguilty so rude to everyone like no character had anything remotely friendly to say,_willpearson,0,2021-10-10,pos,neg
theguilty half rooting for emily is death tbh,michaelcollado,0,2021-10-10,neg,neg
just watched is theguilty and i have more questions than answers sob theguiltynetflix,jcm3xtromusic,0,2021-10-10,pos,neg
"well, that was intense. jesus. theguilty",hendersonjohnm,1,2021-10-10,pos,pos
why would a kidnapper let his victim keep their phone?? this is a question joe definitely should have asked himself theguilty,ellis_289,0,2021-10-10,neg,pos
theguilty another incredible jake gyllenhaal movie. so hard to have pretty much one cast member and the audience still feels all of the emotion and the full story,jennamoro,0,2021-10-10,pos,pos
my boyfriend: i heard the guilty was good we should watch it me: i do not know did not like it we watched the movie we did not like it theguilty,aieciaa,13,2021-10-10,pos,neg
"""there were snakes in the baby is belly"" emily said. theguilty. worms? minhocas? haha, candy. jake g. they saved little oliver. emily tried to open his belly to take the snakes/worms away, sweet rainbow. candy via .",amerlingalice,0,2021-10-10,pos,pos
oh fuck theguilty,metropolitanguy,0,2021-10-10,neg,neg
do not do anything stupid theguilty,metropolitanguy,0,2021-10-10,neg,pos
this motherfucker theguilty,metropolitanguy,0,2021-10-10,pos,neg
me right now theguilty,metropolitanguy,0,2021-10-10,pos,neu
"minutes into theguilty and this is some pretty terrible copaganda. opinions may change, we will see.",willcard100,0,2021-10-10,neg,neu
if you want to watch two get shows on then watch the guilty and maid. they are both freakin phenomenal!!! netflix theguilty maidnetflix,harmonypositive,1,2021-10-10,pos,neg
doing the most and then some theguilty,metropolitanguy,0,2021-10-10,pos,neu
theguilty the worst f&amp;&amp; prank no mouth,ginkou2,0,2021-10-10,neg,neg
"theguilty was not too bad, not a fan of the ending though.",chardelyank,0,2021-10-10,neg,pos
this nosy ass coworker to the left theguilty,metropolitanguy,0,2021-10-10,pos,neg
so far this reminds me a lot of that movie with halle and she thought that girl had been abducted theguilty,metropolitanguy,0,2021-10-10,pos,neg
my main takeaway from watching theguilty tonight is that i really really miss tony scott,calbody,6,2021-10-10,pos,neg
“broken people save broken people” theguiltynetflix theguilty,lanii_b,0,2021-10-10,neg,neu
you know a film is good when you stare at the credits and do not dare to move while your heart is still pounding. what an absolutely fantastic performance by jake gyllenhaal clap he better get am oscar nomination for this! theguilty,ranilch,2,2021-10-10,pos,pos
well there movie took a long time and what the hell theguilty,impatientourist,0,2021-10-10,neg,neg
i’ve just spent the last half hour watching a guy on the phone and let me tell you i was hooked! theguilty,jolaurenx,4,2021-10-10,neg,neu
theguilty firetelephone receiverrotating light is a huuuge disappointment after watching its brilliant original version from denmark. denmark,the_film_owl,0,2021-10-10,pos,pos
theguilty such a good film! lots of twists and turns,neelogreen,0,2021-10-10,pos,pos
theguilty was a great view tonight - thx for the recommendation rarely and i both enjoy something as much +,rhbbse,2,2021-10-10,pos,pos
fuck me theguilty is intense neutral facegrimacing,williemax1989,0,2021-10-09,neg,neg
so i'm watching this theguilty on netflix. i'm not sure if it is a good movie or not but like i need to know how this finishes.,impatientourist,3,2021-10-09,pos,neg
everyone should give theguilty a watch on .,owen_murr,2,2021-10-09,pos,neu
jake gyllenhaal is inability to cry has really stressed me out. theguilty,reeceemmo,0,2021-10-09,pos,neg
theguilty what a movie. raising hands light skin tone,amennntw,0,2021-10-09,pos,neu
the guilty on netflix... intense  minutes of viewing that. absolutely class! theguilty theguiltynetflix,mowen_88,0,2021-10-09,neg,neg
i know i did not just sit with my family and watch this new jake gyllenhaal netflix movie theguilty only to be yawning at the end. thriller where?!suspense when?!,itsmuluba,0,2021-10-09,pos,pos
theguilty on netflix was fucking trash,teagiselle,0,2021-10-09,neg,neu
official review of theguilty...,hoosyourdaddy99,0,2021-10-09,pos,neu
just watched theguilty on . basically a feature remake of my  short film how scared she was shortfilm howscareshewas hssw ithappenedagain,alexrepetti,0,2021-10-09,pos,neg
i was on my way to complete squid game episode  last night but this movie theguilty popped up and i ended up watching  hours of jakegyllenhaal s face,ceemor3,2,2021-10-09,neg,neu
"done watching theguilty . great acting, subpar storyline. wish i never watched it",mous_tous,0,2021-10-09,pos,pos
"just finished watching theguilty on netflix. what a great film, had me hooked throughout.",deskoala_,1,2021-10-09,pos,pos
jake is so damn foine lorddd theguilty netflix,subuwumaddz,0,2021-10-09,pos,neg
jake gyllenhaal is theguilty movie on netflix,joeykdublin,0,2021-10-09,pos,neu
jakegillinghall theguiltynetflix theguilty is so sick man.. some tense film,stevie_baby89,0,2021-10-09,neg,neg
if you love thriller movies i recommend watching the new netflix' movie «the guilty». jake gyllenhaal impeccabile.boom netflix theguilty theguiltynetflix jakegyllenhaal,lukas_j_h,0,2021-10-09,pos,pos
theguilty - jakegyllenhaal gave one of his best performances yet. he basically did an angrier version of what tomhardy did in locke. a solid onetimewatch. thriller drama theguiltynetflix moviereview cortexified starstarstar,cortexified,2,2021-10-09,pos,pos
just watched theguilty holy shit that was intense,sodakotabella2,0,2021-10-09,pos,neg
watching theguilty and i do not ol ow why but the american phonetic alphabet made me laugh! it is somehow worse than the uk one!,sandralouise87,2,2021-10-09,neg,pos
"watch original the guilty (danish: den skyldige, ) on sbs. hollywood only can only copy, remake, recycle, version ..... sicking.. theguilty",rcloud0,1,2021-10-09,neg,neg
now watching... theguilty,leeroywright,1,2021-10-09,pos,neu
theguilty emily is pissing me offfff skullskullskull,rebb_93,0,2021-10-09,pos,neg
just watched the guilty on netflix. one of the most tense films i've seen for a while. defo recommend it. gyllenhaal is acting his ass off! clap theguilty,ryno_charger,1,2021-10-09,neg,neg
now watching theguilty and damn.,foluoyefeso,3,2021-10-09,pos,neg
a great watch theguilty /,runjez_,0,2021-10-09,pos,pos
"""broken people save broken people."" ok hand medium dark skin tone theguilty",youka_1980,2,2021-10-09,neg,pos
"listen to ""lethal protector"" by w. tv movies reviews venomlettherebecarnage venom addamsfamily theguilty themanysaintsofnewark queenpins labrea",dxdonmega,0,2021-10-09,pos,neu
"i am watching theguilty. it is slow and the main character has some sort of ordeal going on, and some anger management issues... they have yet to reveal what his trouble is. i do not like when a story keeps referencing something but never elaborates. either tell us, or do not",weaselpher,0,2021-10-09,neg,neg
hey jake ily theguilty,sruelf999,0,2021-10-09,pos,pos
"there are multiple baffling plot points throughout ""theguilty"" and its premise is stretched about as far as it can go without completely breaking, but a strong performance and generally brisk pace result in a satisfying enough watch. read more:",the_majalla,0,2021-10-09,pos,pos
"is theguilty on netflix the worst movie i’ve ever seen? not sure lmao, but it could be…..",geek253,0,2021-10-09,neg,neg
it you want to waste your time today please go watch theguilty on netflix,maramontana_,1,2021-10-09,neg,neg
wow. what an insane thriller. theguilty.,thenotoriousdy,0,2021-10-09,neg,pos
"just watched theguilty amazing how it was made in -days, jg did it again",mnoriginz,0,2021-10-09,pos,pos
holy shit theguilty is fucking intense!!,cheddaxd,2,2021-10-09,pos,neg
"theguilty stellar one man show by jane gyllanhall folded hands light skin tonefolded hands light skin tone reminds of denzel in ""taking of a pelham""",gyanipandit,1,2021-10-09,pos,neu
talkin' movies with and paul rodgers on the show on am -- notimetodiemovie dianathemusical + theguilty produced by,tim_sika,5,2021-10-09,pos,neu
"just finished theguilty from and i thought the entire concept of the movie was absolutely brilliant. however, it left me feeling confused and unsatisfied. the secondary storyline was complerely unnecessary and took more away from the movie than it intended to add. /",debbietoo,1,2021-10-09,pos,pos
theguilty has been watched. riveting screenplay that will keep you on the edge of the seats. kudos to the original creators (danish film) for conceiving such a plot and the production that made it so realistic ans tells you how great an attempt by in os,jambukes,0,2021-10-09,pos,pos
we recommend bond film notimetodie. we had mixed reactions to horror film bingohell. we had issues with crime thriller theguilty. and we disliked sopranos prequel themanysaintsofnewark. on this week is episode!,spoilerpiece,4,2021-10-09,neg,neg
blimey. just watched theguilty on . very highly recommend this intense af rollercoaster of a film! incredible performances open mouth,theladystarfyre,2,2021-10-09,pos,pos
watching theguilty and i’m quite tempted to jump to the end of the film. can not be dealing with this kind of suspense on a saturday night.,macleodm80,0,2021-10-09,pos,neu
broken people save broken people theguilty,astutilovettel,1,2021-10-09,neg,neg
who wore it better? theguilty thecall,jawnnyquest,1,2021-10-09,pos,pos
"any time jake gyllenhaal references antoine fuqua being in a van while they were shooting the guilty, i immediately scream in my head, “down by the river!”. why am i like this? theguilty",msmakenzie,0,2021-10-09,neg,neg
"i just finished watching theguilty and holy shit that movie was incredible. jake is so fucking talented, my god",mcupughdejavu,0,2021-10-09,pos,pos
watching theguilty,clashofgame007,0,2021-10-09,pos,neu
"""broken people save broken people."" line from the movie theguilty",justellathought,0,2021-10-09,neg,neg
did not this movie happen already with halle berry like  years ago theguilty,tinymulaney,2,2021-10-09,pos,pos
"watched theguilty last night. a very tight, tense thriller. it was cool to see how they shot it in one location over  days. i had the opportunity to audition for a part in it awhile back. always cool to see how it turns out. bottom line jake gyllenhaal is one of the best!",joshuaemoore,0,2021-10-09,pos,pos
let me know your favorites below!point down • • • • oneofusislying maid theguilty nightbooks afterlifeoftheparty,msingerpop,0,2021-10-09,neg,pos
theguilty theguiltynetflix i love this movie so muchslightly smiling face,timveen4,2,2021-10-09,pos,pos
theguilty () not for those who have high anxiety or are quick to anger stuck out tongue winking eye loved it! / monoclevictory hand selectorcallcentre distresscall brokenpeoplesavebrokenpeople netflix,sirlallington,0,2021-10-09,pos,pos
hay yintsomi kalok at this point. theguilty,akhona_maritime,0,2021-10-09,pos,neu
"do not bother watching theguilty. one of the dumbest movies i've ever seen. this should have been an audio play. jake gyllenhaal was performing well, as usual, but even he can not save this mess.",jeror7,2,2021-10-09,neg,neg
theguilty just wasted  minutes of my life ) cops with badges and guns are not  dispatchers ) telling anyone to fuck off or ignoring their emergency would result in immediate consequences,tiegan_nn,0,2021-10-09,neg,neg
“broken people save broken people” this touched me on a different level!!! quotes broken people theguilty moviequotes netflix,thesagittarius7,0,2021-10-09,neg,neg
i’m  minutes in and this is good theguilty,leeopatra,0,2021-10-09,pos,pos
theguilty nerve racking,gurichhakaur,0,2021-10-09,pos,neu
"without disregarding the red flags &amp; bitter truth from theguilty story, it is insanely gripping. astonishing performance of jake gyllenhaal.",sunkindle,0,2021-10-09,pos,pos
jake gyllenhaal on the set of the guilty () jakegyllenhaal jakeg theguilty theguiltynetflix,jakeactivities2,4,2021-10-09,neg,neg
theguilty on jake killed it as usual but movie is rubbish smirk halle berry is thecall &gt;&gt;&gt;,m0h1th,3,2021-10-09,neg,neg
theguilty getting real tired of gyllenhaal is melt-down every  f*king minutes...,itisi69,0,2021-10-09,neg,neg
the guilty star jake gyllenhaal locked to play the lead in sam hargrave is superhero film prophet jakegyllenhaal prophet theguilty samhargrave,ottplayapp,0,2021-10-09,neg,neg
warning: if you watch antoinefuqua is theguilty after reading‘cop in the hood’ from - or follow the podcast - your enjoyment of the story will be interrupted by you yelling at the tv “this guy should have been suspended  times!” in the first act.,gregoryshapiro,1,2021-10-09,pos,neg
"is this a stage production turned film or just an excruciating long film in  room of a man talking anxiously into a headset, just to plead guilty in the final  seconds for an unrelated crime we did not see nor know anything about bcos it was not include in this film. theguilty",sfmb26,0,2021-10-09,neg,neg
"new to : jake gyllenhaal is crime-thriller theguilty, a broadway production on princessdiana, new slasher flick theressomeoneinsideyourhouse, and more",thehinducinema,13,2021-10-09,pos,neu
jake gyllenhaal is getting me so stressed theguilty,triaslor,0,2021-10-09,pos,neg
original vs remake: theguilty,glitcheffekt,0,2021-10-09,pos,pos
just watched jake gyllenhaal is “the guilty” on netflix. must say i preferred the german version. theguilty theguiltynetflix,vbg_10,1,2021-10-09,neg,neu
the guilty: la recensione del film netflix di antoinefuqua con jakegyllenhaal theguilty rileykeough petersarsgaard christinavidal ethanhawke adrianmartinez recensioni filminuscita madmassit,madmassit,0,2021-10-09,neg,neg
of course he shot someone theguilty,alsostarringsia,0,2021-10-09,pos,neu
the guilty | official trailer | jake gyllenhaal | netflix via theguilty,joeykdublin,1,2021-10-09,neg,neg
joe is a fucken botz theguilty,alsostarringsia,0,2021-10-09,pos,neu
oliverrr?!?! theguilty,alsostarringsia,0,2021-10-09,pos,neu
"the feds???? what'd joe do???- oh, oliveranguished theguilty",alsostarringsia,0,2021-10-09,pos,neu
"sorry jakey g, it is mins in and i’m tapping out. hope it works out okay theguilty",stu_watches,1,2021-10-09,pos,pos
"watching a movie with your speakers giving you the theater expirience, then boom.. comes the all screams and moaning sex scene. i am wearywearywearywearywearywearyweary tired. theguilty insecurehbo nairobi kenya",cavincastro,0,2021-10-09,neg,neg
mins into theguilty and i already do not like him. are we supposed to root for this guy?,alsostarringsia,0,2021-10-09,pos,neg
the most tone deaf movie ever. why are we giving white cops who murder teenagers a redemption arc? theguilty,imeloise_,0,2021-10-09,pos,neg
"damnnnnn…. theguilty is really good! intense man. if you’re a parent, get ready, it hits hard. % recommend.",davidhh1990,0,2021-10-09,pos,pos
i need to start watching some new shows - squidgames - badsport - thephantom - theguilty - schumacher sunglassesvictory hand selector,topboylfc,0,2021-10-09,pos,pos
watched theguilty last night on netflix. if you have not watched it....dont bother! save yourself an hour and half and do summat else,lannyloo6398,10,2021-10-09,neg,pos
"yeah, i expected theguilty to be great - and it damn well is - but why is not everyone shouting from the rooftops that wrote it?",ingridelkner,0,2021-10-09,pos,pos
exciting to see the massively talented antoinefuqua doing great things again. if you liked locke and/or room and/or thelivesofothers (and/or truecrime podcasts) you’re gonna love theguilty.,armakk,0,2021-10-09,pos,pos
watching theguilty theguiltynetflix,ahails,0,2021-10-09,pos,neu
"listen to ""lethal protector"" by w. tv movies reviews venomlettherebecarnage venom addamsfamily theguilty themanysaintsofnewark queenpins labrea",dxdonmega,1,2021-10-09,pos,neu
"listen to ""lethal protector"" by w. tv movies reviews venomlettherebecarnage venom addamsfamily theguilty themanysaintsofnewark queenpins labrea",amiontheair,1,2021-10-09,pos,neu
"theguilty is too fucking good. can not handle this amount of great acting, incredible mood, and white-knuckle suspense. may have to go back to thestarlimg just to stop the emotions",armakk,0,2021-10-09,pos,pos
"all right so theguilty a one-man show talking on the phone hrs - brilliant. a cop pleading guilty for killing a teenager in real life? i wish - the moral in the end, do not know man. unnecessary.",baddstories,0,2021-10-09,pos,neg
put on theguilty instead,armakk,0,2021-10-09,pos,neu
excellent movie on any platform. jake just improves with age. theguilty netflix,bad_cyclist,1,2021-10-09,pos,pos
jake is story naur he literally has a secret twitter babes where are you theguilty,dayaftmarvel,0,2021-10-09,neg,neu
netflix theguilty is irritating me .. likkkkeeeeeeee it is giving whhheetttt,someflava,0,2021-10-09,neg,neg
"hindi uso ang empathy statement. your fault, your mess. joy theguilty",joegranada94,0,2021-10-09,pos,neg
theguilty so when u gonna eat my ass jake,cruelw0rlds,0,2021-10-09,pos,neg
"while the big idea of theguilty is interesting, i'm disappointed that it could not live to its potentials. i kept trying to find if there is more but there is not. in the end it is just  mins i'll never get back. gyllenhaal is best for me is still brokeback mountain &amp; southpaw.",ikanatassa,7,2021-10-09,pos,pos
anybody seen theguilty on netflix? any good?,robbbeaux,0,2021-10-09,pos,pos
"broken people help broken peopletop great movie with jake gyllenhaal, one of the best actor of hollywood. recommendedok hand theguilty theguiltynetflix",berenissev,0,2021-10-09,pos,pos
"the guilty theguilty rating /: clapperclapper genre: crime thriller verdict: one man show. jake gyllenhaal as a  operator/ angry cop on trail for something (revealed later), who gets way too personally involved in a distress call why watch: intense, some twists netflixwatchclub",filmseriesrvws,2,2021-10-09,neg,neg
theguilty actor jakegyllenhaal is in negotiations to star in guyritchie is next film firefire details inside point down,binged_,28,2021-10-09,neg,neu
"a lot of people said theguilty on netflix was better than the call… i disagree. not much of a plot twist per se, but it did have an “omg” moment. /.",sharedanjohnea_,0,2021-10-09,pos,neu
watched theguilty on netflix with freda. talk about an intense movie. excellent,catconnor,0,2021-10-09,pos,pos
my god theguilty on netflix has to be one of the worst movies of all-time.,mattdemeke,1,2021-10-09,neg,neg
"watched theguilty today. sometimes not even the wonderful performance by jake gyllenhaal can carry the film, but overall it was a great watch!",thegeekpoint_,0,2021-10-09,pos,pos
who else is heart jumped out of their chest while watching theguilty??,theariesthetic,0,2021-10-09,pos,pos
this movie the guilty is just too good. theguilty theguiltynetflix,sravasvinay,0,2021-10-09,pos,neu
i didnt like it. it was dramatic for no reason theguilty,tynodolla_sign,1,2021-10-09,neg,neg
trying to get into theguilty but it is moving slow to me,uncensoredcp15,0,2021-10-09,neg,neu
"who else has watched the guilty on netflix? that shit is heavy (if you know, you know) great, claustrophobic thriller. jake gyllenhaal is fucking incredible theguilty",mitch_lewis,4,2021-10-09,pos,neg
is that taina???????? theguilty,puzzlequeen_,0,2021-10-09,pos,neu
i knew emily stabbed oliver sob theguilty,dasweetestbish,0,2021-10-09,pos,neg
what a plot twist theguilty,puzzlequeen_,0,2021-10-09,pos,neu
this movie stressing me out theguilty,torislittle12,0,2021-10-09,pos,neg
i’m watching theguilty,taureanlady5,1,2021-10-09,pos,neu
me after watching theguilty :,yznfc,1,2021-10-09,pos,neu
ol billy “angry voice” in theguilty joy.,chrislazaro_4,0,2021-10-09,pos,pos
"i’ve never seen such an intense movie as theguilty … literally one of the best movies i watched. seriously, go watch it",emma_birr,1,2021-10-09,pos,pos
this jake gyllenhaal movie is really bad. theguilty,missmartaaay,1,2021-10-09,neg,neg
broken people save broken people... theguilty,juanjo_ventura,0,2021-10-09,neg,neg
theguilty for sure was a low budget movie.,mermusique,4,2021-10-09,pos,pos
please do not waste y’all time and watch theguilty unamused,akyramura,1,2021-10-09,pos,pos
this movie so “stewpid” smt. theguilty,shammal242,0,2021-10-09,pos,neu
where is emily theguilty,shammal242,0,2021-10-09,pos,neu
joe just leave emily alone. she is crazy!! theguilty,shammal242,0,2021-10-09,neg,neg
was not really a fan of theguilty,tylerr_durden,0,2021-10-09,neg,neg
can not tell if theguilty was a good movie or an awful one.,jebbs10,0,2021-10-09,neg,neu
theguilty is spectacular heart eyes jakegyllenhaal what a masterclass actor !!!!!,shahanjie,1,2021-10-09,pos,pos
theguilty on netflix is % jake gyllenhaal delivering an amazing performance. clapping hands medium light skin toneclapping hands medium light skin toneclapping hands medium light skin tone,rickesegarra,1,2021-10-09,pos,pos
has anyone watched “the guilty” on ? theguilty theguiltynetflix netflix,damienjamar336,0,2021-10-09,neg,neu
so i guess my nephew let him know he was not paying joy payyobill stealingnetflix netflix theguilty seventeenistoomuch wedidthat,beeking03914824,0,2021-10-09,pos,neg
"theguilty on is one of the most intense movies i have ever seen. great movie, though!",aearles57,0,2021-10-09,pos,pos
watching theguilty on ! what is everyone else up to tonight?,tweetheartalexa,1,2021-10-09,pos,neu
"man, theguilty is intense! i could never be a  operator. too much mental stress!",kingjames773,0,2021-10-09,pos,neg
theguilty on netflix was pretty good,justinpewlybug,0,2021-10-09,pos,pos
"this movie was fuckin great, jake gyllenhaal is performance was phenomenal. one of my all time favorite actors, truly inspiring. theguilty",vibesbyluxury,0,2021-10-09,pos,pos
movie night theguilty,fordhambaldybx,0,2021-10-09,pos,neu
okay yall theguilty is the good ... already the shit been on  minutes rofl,bellaagiselle,0,2021-10-09,pos,pos
worth the hype. theguilty is fucking insane,durbridgeharry,2,2021-10-09,neg,neg
whelp that is an hour and thirty-one minutes of my life i’ll never get back! theguilty netflix netflixmovies theguiltynetflix netflixtheguilty jakegyllenhaal,ms_dew,1,2021-10-09,pos,neu
"we recommend james bond film notimetodie. we had mixed reactions to horror bingohellmovie (one of us enjoyed it, two did not). we had issues with crime thriller theguilty. and we disliked sopranos prequel themanysaintsofnewark. on today is episode!",spoilerpiece,1,2021-10-09,pos,neg
"i really wanted to like this movie. jake gyllenhaal gave a great performance as joe in a very average movie overall. many characters were just annoying, the ending was bland as was the plot-twist. the call featuring halle berry was much better. rating: / star theguilty",xpandapawz,2,2021-10-09,pos,pos
watching theguilty. this shit is terrible lol,drkwingduck,0,2021-10-09,neg,neg
i can not get over how good this movie is. i’m gonna start crying because i’m stuck in awe. incredible performance. incredible story. wow. theguilty theguiltynetflix,mercureeeee,0,2021-10-09,pos,pos
except the plot line ending? lmao that shit was a let down theguilty,__xkid,0,2021-10-09,pos,pos
"jake gyllenhaal absolutely incredible as always, so so so good theguilty",__xkid,0,2021-10-09,pos,pos
was not ready to bawl my fkn eyes out. absolutely incredibly intense. can not believe we watched a whole movie through calls theguilty,__xkid,0,2021-10-09,pos,neg
theguilty got to be the worst movie ever watched.,caaam_z,0,2021-10-09,neg,neg
"i’ve been saying this for years, but jake gyllenhaal is a phenomenal actor. the way he kept me on the edge of my seat for an entire movie. theguilty",taerashbag,6,2021-10-09,pos,neu
checked out theguilty - a solid netflix film and strong performance from gyllenhaal. i’ll have to investigate the original now.,jaroftripsis,1,2021-10-09,pos,pos
i started watching this and i kinda want to punch him in the face with how he is so mean to everyone around him. i’ll stick with halle berry is movie. theguilty,trancerevolved,0,2021-10-09,neg,neu
"the guilty - ""broken people save broken people"". how very true. do you know what else is true? jake gyllenhaal is an absolutely phenomenal actor &amp; you could feel everything just by listening to everyone is voices. thoroughly enjoyed this! theguilty",ishaniem,2,2021-10-09,pos,pos
fabulous movie. you know this to be true when you get to the end and realise you've been watching one actor just sitting at a desk for % of the time and it was thrilling! theguilty,taniallee,2,2021-10-09,pos,pos
. the guilty () - ./ film theguilty netflix,markbilly22,0,2021-10-09,neg,neg
jake gyllenhaal shares a major challenge about filming his new netflix thriller theguilty.,extratv,2,2021-10-09,pos,pos
the guilty on is so good! jake gyllenhaal basically carries a one man show! it has a twist i did not see coming! the real question i have is why jake gyllenhaal can have godly eyelashes (see pic) and mine are like dead shrubbery.?!.?! theguilty netflix,frozensiclegirl,1,2021-10-09,pos,neg
jake gyllenhall is too sick at acting theguilty,kiani93,1,2021-10-09,neg,neg
jake gyllenhaal is outstanding in theguilty on . brilliant performance clapping hands light skin toneclapping hands light skin toneclapping hands light skin tone,davidmason82,0,2021-10-09,pos,pos
"fuckkkk jakegyllenhaal just made me cry my eyes out. i love one-set films anyway, but did not expect this to be so impactful. and added ethan hawke bonus was appreciated. theguilty theguiltynetflix",kcp201990,1,2021-10-08,pos,pos
theguilty on netflix is a triplethumbs down medium dark skin tonethumbs down medium dark skin tonethumbs down medium dark skin tone would not recommend. people over hype anything,marra_key1,0,2021-10-08,neg,neg
oh i do love jake gyllenhaal theguilty,ladylyke72,0,2021-10-08,pos,pos
i would just like to say jakegyllenhaal was outstanding in theguilty and the movie itself was insanely good,maskyjonathan37,0,2021-10-08,pos,pos
"disappointed in for not having any ""joe mama jokes"" in theguilty theguiltynetflix",askild4,0,2021-10-08,neg,neg
this man does not have time for jeanne theguilty,fruityfield,7,2021-10-08,pos,neu
broken people save broken people. just watched theguilty on netflix. bloody brilliant.,theshakes72,5,2021-10-08,neg,neg
the guilty is a rollercoaster psychological thriller ride. jake gyllenhaal is outstanding performance will keep you at the edge of your seat throughout the whole movie. (/) theguilty netflix,sirawesome92,0,2021-10-08,pos,pos
"jeez, i was hoping for a nice quiet night! theguilty dark",aj_webster,0,2021-10-08,pos,pos
"watching the guilty of netflix, really good, reminds me a lot of a short film i made a few years ago named lifeline, check that out here! film filmmaking theguilty lifeline antoinefuqua",callumowright,1,2021-10-08,neg,pos
theguilty easily one of the best netflix movies i've ever seen an amazing job,fatal_viru5,0,2021-10-08,pos,pos
"finished watching theguilty… not bad, very suspenseful. good acting performance by jakegyllenhaal. “broken people save broken people.”",hannahsky,2,2021-10-08,pos,pos
such a good actor! theguilty netflix,neilrendell,0,2021-10-08,pos,pos
theguilty what an amazing movie! near  hours and the movie was shot from a call centre with a man on a phone! brilliant clapping hands medium skin tone,mw_khan13,2,2021-10-08,pos,pos
broken people save broken people theguilty,ialiende,1,2021-10-08,neg,neg
jake gyllenhaal definitely killed a black kid did not he? theguilty,sam_dh_mcfc,0,2021-10-08,neg,neg
"theguilty - not a bad movie. very suspenseful. twist ending. but do cops really get demoted to work in the  call center after an incident? i mean, i get desk work or suspension. but the  call center?? that is where it was unbelievable for me.",thetoplife,3,2021-10-08,neg,pos
